            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2451914.500000000, A.D. 2001-Jan-05 00:00:00.0000,  4.660801321160116E+00,  7.816451999148190E+00, -3.214701720219436E-01, -5.084883375791485E-03,  2.845847298710815E-03,  1.524688788010041E-04,  5.259316945929286E-02,  9.106225007203339E+00, -1.651855235360106E-04,
2451924.500000000, A.D. 2001-Jan-15 00:00:00.0000,  4.609860931746169E+00,  7.844748343648615E+00, -3.199347874500260E-01, -5.102205209751583E-03,  2.814189350637463E-03,  1.541055287140378E-04,  5.258362925769317E-02,  9.104573172501720E+00, -1.640003222932518E-04,
2451934.500000000, A.D. 2001-Jan-25 00:00:00.0000,  4.558741457167891E+00,  7.872741715254013E+00, -3.183897404073835E-01, -5.121693038329937E-03,  2.783341475378257E-03,  1.554854604454492E-04,  5.257420990098725E-02,  9.102942261444845E+00, -1.631835923419758E-04,
2451944.500000000, A.D. 2001-Feb-04 00:00:00.0000,  4.507444689085419E+00,  7.900420035125038E+00, -3.168294953830978E-01, -5.138582607954437E-03,  2.753134341754941E-03,  1.562270246711716E-04,  5.256485621987726E-02,  9.101322721764907E+00, -1.604664010604354E-04,
2451954.500000000, A.D. 2001-Feb-14 00:00:00.0000,  4.455964148576177E+00,  7.927789990343662E+00, -3.152573831043559E-01, -5.156191774637736E-03,  2.720769138107765E-03,  1.581011865258769E-04,  5.255558499800534E-02,  9.099717459459452E+00, -1.600007829538443E-04,
2451964.500000000, A.D. 2001-Feb-24 00:00:00.0000,  4.404313777907658E+00,  7.954850086079017E+00, -3.136745085404632E-01, -5.174687479421268E-03,  2.690430655378187E-03,  1.589671618140063E-04,  5.254642991072574E-02,  9.098132305235326E+00, -1.581466096052122E-04,
2451974.500000000, A.D. 2001-Mar-06 00:00:00.0000,  4.352487185498156E+00,  7.981591651924708E+00, -3.120762624800364E-01, -5.190648896367019E-03,  2.659052888204689E-03,  1.600719106484929E-04,  5.253732927390645E-02,  9.096556578816150E+00, -1.559615556334638E-04,
2451984.500000000, A.D. 2001-Mar-16 00:00:00.0000,  4.300485882034058E+00,  8.008024160195850E+00, -3.104681583100574E-01, -5.208667908272330E-03,  2.626631734387738E-03,  1.618699300531373E-04,  5.252833771598333E-02,  9.094999738822379E+00, -1.556820136937796E-04,
2451994.500000000, A.D. 2001-Mar-26 00:00:00.0000,  4.248320837281615E+00,  8.034138940962970E+00, -3.088472684138219E-01, -5.225605667799211E-03,  2.596239458342755E-03,  1.624684970346782E-04,  5.251944185305014E-02,  9.093459467902491E+00, -1.530417406067380E-04,
2452004.500000000, A.D. 2001-Apr-05 00:00:00.0000,  4.195981979771635E+00,  8.059934689712930E+00, -3.072123968936612E-01, -5.241254040687757E-03,  2.563714669823253E-03,  1.639936377201330E-04,  5.251060848125770E-02,  9.091930016988213E+00, -1.516966782893163E-04,
2452014.500000000, A.D. 2001-Apr-15 00:00:00.0000,  4.143478970574412E+00,  8.085418048807243E+00, -3.055683876636210E-01, -5.259185414523167E-03,  2.531824081838832E-03,  1.653689027240051E-04,  5.250189982433917E-02,  9.090422159784971E+00, -1.508180285360263E-04,
2452024.500000000, A.D. 2001-Apr-25 00:00:00.0000,  4.090814914329734E+00,  8.110577041920852E+00, -3.039098321850588E-01, -5.274626443893960E-03,  2.500736803205480E-03,  1.660391949300845E-04,  5.249326252885374E-02,  9.088926658430847E+00, -1.480442096926495E-04,
2452034.500000000, A.D. 2001-May-05 00:00:00.0000,  4.037982567747600E+00,  8.135417637620554E+00, -3.022395582972697E-01, -5.290539034555033E-03,  2.467419346374133E-03,  1.678610627003474E-04,  5.248471010210434E-02,  9.087445851642849E+00, -1.474948848060203E-04,
2452044.500000000, A.D. 2001-May-15 00:00:00.0000,  3.984995884405822E+00,  8.159939552451641E+00, -3.005592409039522E-01, -5.307532572844753E-03,  2.436058459256371E-03,  1.687347362375899E-04,  5.247627869057697E-02,  9.085985997991015E+00, -1.456221118870273E-04,
